eventId,cardName,groupName,styleName,eventType,eventSubType,sourceType,titleText,questionText,answerLeft,answerRight,leftFeedback,rightFeedback,left_bodyMind,left_academics,left_relationships,left_economy,right_bodyMind,right_academics,right_relationships,right_economy,left_hiddenDelta,right_hiddenDelta,weight,cardProbability,cooldown,maxDraws,unique,isDrawable,isHighPriority,poolId,conditionExpression,condition_round_min,condition_bodyMind_min,condition_bodyMind_max,condition_academics_min,condition_academics_max,condition_relationships_min,condition_relationships_max,condition_economy_min,condition_economy_max,tags,artPath,triggerNotes,designerNotes,leftSummary,rightSummary,leftOffsetNote,rightOffsetNote,originalRow,nextLeftCardId,nextRightCardId,requiresMetaUnlock,permanentFlagLeft,permanentFlagRight,chainStartLeft,chainStartRight,chainId,chainOrder,isEndingChain,trueEndingConfigId,requiredLifetimeDays,requiredGameOvers
E020,US_E020,Main,cs_None,normal,日常,原有,感冒前兆,你感觉喉咙有点痛，但明天满课,明天请假不去,继续硬撑,,,15,-10,-5,-5,-15,5,0,5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,课程|身心,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心+15；学业-10；人际-5；经济-5,身心-15；学业+5；经济+5,上升：身心；下降：学业、人际、经济,上升：学业、经济；下降：身心,21,,,,,,,,,,,,,
E022,US_E022,Main,cs_None,normal,日常,原有,早八占座,室友给你带早餐让你帮他占后排，但只有一个座位了,帮他占座,自己坐,,,-5,-5,10,5,5,5,-10,5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,宿舍|课程,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心-5；学业-5；人际+10；经济+5,身心+5；学业+5；人际-10；经济+5,上升：人际、经济；下降：身心、学业,上升：身心、学业、经济；下降：人际,23,,,,,,,,,,,,,
E024,US_E024,Main,cs_None,normal,日常,原有,外卖超时,外卖超时未达，但你快准备去上课了,等不了了,人是铁饭是钢,,,-5,5,0,-5,5,-10,0,5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,课程|经济,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心-5；学业+5；经济-5,身心+5；学业-10；经济+5,上升：学业；下降：身心、经济,上升：身心、经济；下降：学业,25,,,,,,,,,,,,,
E026,US_E026,Main,cs_None,normal,日常,原有,社团例会,社团临时加开例会，你本打算去图书馆准备第二天的考试。,参加例会,复习考试,,,-5,-15,15,5,-5,15,-10,0,,,1,1,4,100,false,true,false,main,,,,,,,,,,,考试周|社交,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心-5；学业-15；人际+15；经济+5,身心-5；学业+15；人际-10,上升：人际、经济；下降：身心、学业,上升：学业；下降：身心、人际,27,,,,,,,,,,,,,
E027,US_E027,Main,cs_None,normal,日常,原有,操场散步,你暗恋的人约你单独去操场散步，你很紧张。,去,不去,,,-5,-5,15,-5,5,5,-10,0,,,1,1,4,100,false,true,false,main,,,,,,,,,,,社交,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心-5；学业-5；人际+15；经济-5,身心+5；学业+5；人际-10,上升：人际；下降：身心、学业、经济,上升：身心、学业；下降：人际,28,,,,,,,,,,,,,
E034,US_E034,Main,cs_None,normal,日常,原有,班级投票,班级评优投票，你的好朋友和另一个同学竞争。,朋友最大,同学确实更好,,,0,0,10,-5,-5,5,-10,5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,社交,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,人际+10；经济-5,身心-5；学业+5；人际-10；经济+5,上升：人际；下降：经济,上升：学业、经济；下降：身心、人际,35,,,,,,,,,,,,,
E036,US_E036,Main,cs_None,normal,日常,原有,课堂作业,老师突然布置量不小的课堂作业，你正在宿舍和朋友双排,课后补交,找人帮忙,,,5,-15,5,5,0,0,-10,-5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,宿舍|课程|社交|游戏,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心+5；学业-15；人际+5；经济+5,人际-10；经济-5,上升：身心、人际、经济；下降：学业,下降：人际、经济,37,,,,,,,,,,,,,
E038,US_E038,Main,cs_None,normal,日常,原有,论文查重,选修课论文查重率超了，距离截止只剩一小时。,花钱降重,不管了先交,,,-5,10,5,-15,5,-15,0,5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,课程|考试周,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心-5；学业+10；人际+5；经济-15,身心+5；学业-15；经济+5,上升：学业、人际；下降：身心、经济,上升：身心、经济；下降：学业,39,,,,,,,,,,,,,
E042,US_E042,Main,cs_None,normal,日常,原有,选修退课,选修课虽然给分高但事情多、压力大、自己也没兴趣,为了学分拼了,麻烦但退课,,,-15,15,0,0,10,-10,0,5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,课程|真实自我,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心-15；学业+15,身心+10；学业-10；经济+5,上升：学业；下降：身心,上升：身心、经济；下降：学业,43,,,,,,,,,,,,,
E043,US_E043,Main,cs_None,normal,日常,原有,社团竞选,社团部长竞选，你准备了很久但很紧张。,下次再说,试一试,,,5,5,-10,0,-10,0,15,0,,,1,1,4,100,false,true,false,main,,,,,,,,,,,社交,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心+5；学业+5；人际-10,身心-10；人际+15,上升：身心、学业；下降：人际,上升：人际；下降：身心,44,,,,,,,,,,,,,
E046,US_E046,Main,cs_None,normal,日常,原有,外卖点错,外卖点成了不会吃的辣口,好饿先硬吃吧,重新送一份,,,-5,0,0,5,5,0,0,-10,,,1,1,4,100,false,true,false,main,,,,,,,,,,,经济,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心-5；经济+5,身心+5；经济-10,上升：经济；下降：身心,上升：身心；下降：经济,47,,,,,,,,,,,,,
E048,US_E048,Main,cs_None,normal,日常,原有,深夜恍惚,夜里看手机不知不觉到了一点，困意已全无，但明早有早八,快睡吧,看到困了再睡,,,10,5,-5,-5,-5,-10,5,5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,课程,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心+10；学业+5；人际-5；经济-5,身心-5；学业-10；人际+5；经济+5,上升：身心、学业；下降：人际、经济,上升：人际、经济；下降：身心、学业,49,,,,,,,,,,,,,
E049,US_E049,Main,cs_None,normal,日常,原有,演唱会之夜,今晚有你喜欢的乐队的演出，你早早抢到了票，却发现和一节专业课冲突了，而专业课的老师是你亲戚的朋友,还是去上课吧,听演出是对的,,,-10,15,-5,0,10,-15,10,-10,,,1,1,4,100,false,true,false,main,,,,,,,,,,,家庭|课程|社交|真实自我,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心-10；学业+15；人际-5,身心+10；学业-15；人际+10；经济-10,上升：学业；下降：身心、人际,上升：身心、人际；下降：学业、经济,50,,,,,,,,,,,,,
E051,US_E051,Main,cs_None,normal,日常,原有,我已急哭,你放在宿舍的一包零食不见了，你严重怀疑是你上铺的同学拿走的！但你并不确定他是不是拿错了,忍不了我质问,算了吧我沉默,,,0,0,-15,5,-5,0,5,-5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,宿舍|社交,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,人际-15；经济+5,身心-5；人际+5；经济-5,上升：经济；下降：人际,上升：人际；下降：身心、经济,52,,,,,,,,,,,,,
E052,US_E052,Main,cs_None,normal,日常,原有,说实话没办法,晚上本来打算只玩一会游戏，结果框框连胜上了好多分，明明再赢两局就能上一个大段，却开始输赢输赢怎么也上不去,我已上头今天必须上分,我已力竭算了明天再打,,,0,-15,5,5,10,5,-5,-5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,游戏,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,学业-15；人际+5；经济+5,身心+10；学业+5；人际-5；经济-5,上升：人际、经济；下降：学业,上升：身心、学业；下降：人际、经济,53,,,,,,,,,,,,,
E053,US_E053,Main,cs_None,normal,日常,原有,网线另一端的你,和你一起打游戏的固玩突然说要来你的城市找你，你有点纠结是否要线下见面招待一下对方,我想还是算了吧,没准会成为一生的好朋友？,,,5,5,-10,5,-5,-5,15,-10,,,1,1,4,100,false,true,false,main,,,,,,,,,,,游戏,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心+5；学业+5；人际-10；经济+5,身心-5；学业-5；人际+15；经济-10,上升：身心、学业、经济；下降：人际,上升：人际；下降：身心、学业、经济,54,,,,,,,,,,,,,
E054,US_E054,Main,cs_None,normal,日常,原有,板面～,同学叫你去吃自助餐，最想吃的一集，然而如果你去了这个月接下来的几天就要吃土了,我好吃自助餐这一块,对不起我只喝冰露不吃饭,,,5,-5,10,-15,-5,5,-10,10,,,1,1,4,100,false,true,false,main,,,,,,,,,,,社交|经济,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心+5；学业-5；人际+10；经济-15,身心-5；学业+5；人际-10；经济+10,上升：身心、人际；下降：学业、经济,上升：学业、经济；下降：身心、人际,55,,,,,,,,,,,,,
E055,US_E055,Main,cs_None,normal,日常,原有,我愤怒,已经是深夜了，楼上的宿舍还在发出喧嚣的吵闹声，你的舍友已经忍无可忍，拿着刀就要上楼，你想要跟着他一起，又害怕摊上事……,开团秒跟,我装睡,,,0,-5,-15,5,-5,0,5,0,,,1,1,4,100,false,true,false,main,,,,,,,,,,,宿舍,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,学业-5；人际-15；经济+5,身心-5；人际+5,上升：经济；下降：学业、人际,上升：人际；下降：身心,56,,,,,,,,,,,,,
E056,US_E056,Main,cs_None,normal,日常,原有,我逃课,早八的大英太讨厌了，你想要一睡到底，但又怕老师点名,我逃课,我屈服,,,10,-15,-5,5,-5,10,0,0,,,1,1,4,100,false,true,false,main,,,,,,,,,,,课程|身心,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心+10；学业-15；人际-5；经济+5,身心-5；学业+10,上升：身心、经济；下降：学业、人际,上升：学业；下降：身心,57,,,,,,,,,,,,,
E057,US_E057,Main,cs_None,normal,日常,原有,我哭泣,最近过的好糟糕，妈妈打电话时感受到了你的抑郁情绪，想要来看你一趟，但你又不想让妈妈太麻烦,我没事,妈妈我好想你,,,-10,5,-10,5,15,-5,0,-5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,家庭,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心-10；学业+5；人际-10；经济+5,身心+15；学业-5；经济-5,上升：学业、经济；下降：身心、人际,上升：身心；下降：学业、经济,58,,,,,,,,,,,,,
E058,US_E058,Main,cs_None,normal,日常,原有,社交纠结,附近商场将要有一场你很关注的漫展，但你找不到一起去的朋友，你在犹豫要不要发个朋友圈问问有没有一起去的人,自己去吧,找个伴不错,,,10,-5,-5,-10,5,-5,15,-10,,,1,1,4,100,false,true,false,main,,,,,,,,,,,社交,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心+10；学业-5；人际-5；经济-10,身心+5；学业-5；人际+15；经济-10,上升：身心；下降：学业、人际、经济,上升：身心、人际；下降：学业、经济,59,,,,,,,,,,,,,
E059,US_E059,Main,cs_None,normal,日常,原有,我装扮,衣柜里的衣服虽然穿着还挺舒服，但款式太基础也太少了，你在考虑要不要买点衣服打扮一下自己,我购买,我不够买,,,10,-5,10,-15,-5,5,-5,10,,,1,1,4,100,false,true,false,main,,,,,,,,,,,经济|真实自我,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心+10；学业-5；人际+10；经济-15,身心-5；学业+5；人际-5；经济+10,上升：身心、人际；下降：学业、经济,上升：学业、经济；下降：身心、人际,60,,,,,,,,,,,,,
E060,US_E060,Main,cs_None,normal,日常,原有,否定,讨厌你的舍友，但你又不敢说，有一天忍无可忍你写了一篇长文吐槽你的舍友，犹豫要不要发在匿名墙,爆！,算了算了都哥们……,,,0,-5,-15,5,5,0,5,-5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,普通,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,学业-5；人际-15；经济+5,身心+5；人际+5；经济-5,上升：经济；下降：学业、人际,上升：身心、人际；下降：经济,61,,,,,,,,,,,,,
E062,US_E062,Main,cs_None,normal,日常,原有,运动会,学校马上要举办运动会了，你高中时曾拿过很多奖项，但你不确定现在身体是否还能像之前一样强壮......,老兵不死我要报名,算了吧别丢人现眼,,,10,-5,5,-5,-5,5,-5,5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,普通,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心+10；学业-5；人际+5；经济-5,身心-5；学业+5；人际-5；经济+5,上升：身心、人际；下降：学业、经济,上升：学业、经济；下降：身心、人际,63,,,,,,,,,,,,,
E063,US_E063,Main,cs_None,normal,日常,原有,同学聚餐,宿舍里几个同学商量要去一起聚餐，但是聚餐的地方似乎是个比较高级的饭店，你怕经济负担会有点大,还是去吧,算了我穷,,,5,-5,10,-15,-5,5,-10,10,,,1,1,4,100,false,true,false,main,,,,,,,,,,,宿舍|社交|经济,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,最终48张重平衡数值；最终48张重平衡数值,身心+5；学业-5；人际+10；经济-15,身心-5；学业+5；人际-10；经济+10,上升：身心、人际；下降：学业、经济,上升：学业、经济；下降：身心、人际,64,,,,,,,,,,,,,
E064,US_E064,Main,cs_None,normal,日常,新增,父母电话,妈妈问你最近成绩怎么样，又顺口提起表哥已经开始准备考研。,报喜不报忧,说说真实情况,,,-5,5,-10,5,10,-5,5,-5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,家庭|家庭压力,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,新增：用于补足家庭/经济/考试/身心恢复等卡池；最终48张重平衡数值；最终48张重平衡数值,身心-5；学业+5；人际-10；经济+5,身心+10；学业-5；人际+5；经济-5,上升：学业、经济；下降：身心、人际,上升：身心、人际；下降：学业、经济,65,,,,,,,,,,,,,
E065,US_E065,Main,cs_None,normal,日常,新增,亲戚比较,亲戚在群里问你以后打算去哪工作，话里话外都在比较。,顺着说几句,把话题岔开,,,-10,5,5,0,5,-5,-5,5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,家庭|家庭压力,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,新增：用于补足家庭/经济/考试/身心恢复等卡池；最终48张重平衡数值；最终48张重平衡数值,身心-10；学业+5；人际+5,身心+5；学业-5；人际-5；经济+5,上升：学业、人际；下降：身心,上升：身心、经济；下降：学业、人际,66,,,,,,,,,,,,,
E068,US_E068,Main,cs_None,normal,日常,新增,考前押题,同学神神秘秘发来一份“高命中押题”，群里已经传开了。,跟着押一把,按计划复习,,,-5,5,5,0,-10,15,-5,0,,,1,1,4,100,false,true,false,main,,,,,,,,,,,考试周|社交,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,新增：用于补足家庭/经济/考试/身心恢复等卡池；最终48张重平衡数值；最终48张重平衡数值,身心-5；学业+5；人际+5,身心-10；学业+15；人际-5,上升：学业、人际；下降：身心,上升：学业；下降：身心、人际,69,,,,,,,,,,,,,
E069,US_E069,Main,cs_None,normal,日常,新增,作弊诱惑,考试前排同学回头小声说，待会儿可以互相照应一下。,默认配合,装作没听见,,,-10,5,5,0,5,10,-5,-5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,考试周|社交,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,新增：用于补足家庭/经济/考试/身心恢复等卡池；最终48张重平衡数值；最终48张重平衡数值,身心-10；学业+5；人际+5,身心+5；学业+10；人际-5；经济-5,上升：学业、人际；下降：身心,上升：身心、学业；下降：人际、经济,70,,,,,,,,,,,,,
E070,US_E070,Main,cs_None,normal,日常,新增,医务室排队,你低烧了一上午，医务室门口排着长队，下午还有课。,排队看病,回去睡会,,,15,-10,0,-5,10,-15,0,5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,课程|身心|生病,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,新增：用于补足家庭/经济/考试/身心恢复等卡池；最终48张重平衡数值；最终48张重平衡数值,身心+15；学业-10；经济-5,身心+10；学业-15；经济+5,上升：身心；下降：学业、经济,上升：身心、经济；下降：学业,71,,,,,,,,,,,,,
E072,US_E072,Main,cs_None,normal,日常,新增,朋友求助,朋友临时让你帮他改 PPT，说真的只占用你一点点时间。,帮到半夜,拒绝一次,,,-15,-10,15,5,10,5,-10,0,,,1,1,4,100,false,true,false,main,,,,,,,,,,,社交|人际压力,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,新增：用于补足家庭/经济/考试/身心恢复等卡池；最终48张重平衡数值；最终48张重平衡数值,身心-15；学业-10；人际+15；经济+5,身心+10；学业+5；人际-10,上升：人际、经济；下降：身心、学业,上升：身心、学业；下降：人际,73,,,,,,,,,,,,,
E074,US_E074,Main,cs_None,normal,日常,新增,二手出物,你翻出一台闲置设备，卖掉能回血，但总觉得以后可能用得上。,挂到二手群,先留着,,,-5,0,0,15,5,0,0,-5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,经济|经济调节,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,新增：用于补足家庭/经济/考试/身心恢复等卡池；最终48张重平衡数值；最终48张重平衡数值,身心-5；经济+15,身心+5；经济-5,上升：经济；下降：身心,上升：身心；下降：经济,75,,,,,,,,,,,,,
E075,US_E075,Main,cs_None,normal,日常,新增,课表重排,下学期选课开始了，一门课有趣但给分未知，另一门课稳妥但无聊。,按兴趣选,按绩点选,,,10,-5,5,-5,-5,15,-5,0,,,1,1,4,100,false,true,false,main,,,,,,,,,,,课程|真实自我,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,新增：用于补足家庭/经济/考试/身心恢复等卡池；最终48张重平衡数值；最终48张重平衡数值,身心+10；学业-5；人际+5；经济-5,身心-5；学业+15；人际-5,上升：身心、人际；下降：学业、经济,上升：学业；下降：身心、人际,76,,,,,,,,,,,,,
E078,US_E078,Main,cs_None,normal,日常,新增,竞赛奖金,一个校级比赛奖金不低，但报名后这两周都要赶材料。,冲一笔奖金,保住节奏,,,-10,10,-5,15,10,-5,0,-5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,考试周|经济|考试|经济,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,新增：用于补足家庭/经济/考试/身心恢复等卡池；最终48张重平衡数值；最终48张重平衡数值,身心-10；学业+10；人际-5；经济+15,身心+10；学业-5；经济-5,上升：学业、经济；下降：身心、人际,上升：身心；下降：学业、经济,79,,,,,,,,,,,,,
E079,US_E079,Main,cs_None,normal,日常,新增,记账软件,你发现这个月花销有点失控，手机里躺着一个很久没打开的记账软件。,认真记账,眼不见心不烦,,,-5,5,-5,15,5,-5,0,-10,,,1,1,4,100,false,true,false,main,,,,,,,,,,,经济|经济调节,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,新增：用于补足家庭/经济/考试/身心恢复等卡池；最终48张重平衡数值；最终48张重平衡数值,身心-5；学业+5；人际-5；经济+15,身心+5；学业-5；经济-10,上升：学业、经济；下降：身心、人际,上升：身心；下降：学业、经济,80,,,,,,,,,,,,,
E083,US_E083,Main,cs_None,normal,日常,新增,家教机会,同学介绍了一个周末家教，钱不少，但路程很远。,接下家教,留出周末,,,-15,-10,5,15,10,5,-5,-5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,社交|经济|兼职,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,新增：用于补足家庭/经济/考试/身心恢复等卡池；最终48张重平衡数值；最终48张重平衡数值,身心-15；学业-10；人际+5；经济+15,身心+10；学业+5；人际-5；经济-5,上升：人际、经济；下降：身心、学业,上升：身心、学业；下降：人际、经济,84,,,,,,,,,,,,,
E084,US_E084,Main,cs_None,normal,日常,新增,周末补觉,周末上午没有课，你第一次醒来时天已经亮了，手机里还有几条未读消息。,继续补觉,起床处理,,,15,-5,-5,0,-5,5,5,-5,,,1,1,4,100,false,true,false,main,,,,,,,,,,,课程|身心|身心恢复,,最终48张日常卡池；权重1，冷却4轮；无条件门槛,新增：用于补足家庭/经济/考试/身心恢复等卡池；最终48张重平衡数值；最终48张重平衡数值,身心+15；学业-5；人际-5,身心-5；学业+5；人际+5；经济-5,上升：身心；下降：学业、人际,上升：学业、人际；下降：身心、经济,85,,,,,,,,,,,,,
